episodes,avg_reward,mode
0,8.0,Training_normal
2,10.0,Training_normal
4,9.6,Training_normal
6,3.4285714285714284,Training_normal
8,2.2222222222222223,Training_normal
10,0.9090909090909091,Training_normal
12,2.0,Training_normal
14,3.7333333333333334,Training_normal
16,4.470588235294118,Training_normal
18,6.2105263157894735,Training_normal
20,5.619047619047619,Training_normal
22,7.043478260869565,Training_normal
24,7.52,Training_normal
26,8.88888888888889,Training_normal
28,9.724137931034482,Training_normal
30,10.0,Training_normal
32,10.727272727272727,Training_normal
34,11.657142857142857,Training_normal
36,13.027027027027026,Training_normal
38,14.153846153846153,Training_normal
40,14.682926829268293,Training_normal
42,15.720930232558139,Training_normal
44,15.6,Training_normal
46,15.829787234042554,Training_normal
48,16.0,Training_normal
50,16.666666666666668,Training_normal
52,16.67924528301887,Training_normal
54,17.381818181818183,Training_normal
56,17.68421052631579,Training_normal
58,18.10169491525424,Training_normal
60,19.016393442622952,Training_normal
62,19.333333333333332,Training_normal
64,19.53846153846154,Training_normal
66,20.149253731343283,Training_normal
68,20.81159420289855,Training_normal
70,21.746478873239436,Training_normal
72,22.356164383561644,Training_normal
74,22.72,Training_normal
76,23.506493506493506,Training_normal
78,23.949367088607595,Training_normal
80,24.51851851851852,Training_normal
82,25.10843373493976,Training_normal
84,25.48235294117647,Training_normal
86,25.93103448275862,Training_normal
88,26.56179775280899,Training_normal
90,26.87912087912088,Training_normal
92,27.35483870967742,Training_normal
94,28.042105263157893,Training_normal
96,28.371134020618555,Training_normal
98,29.333333333333332,Training_normal
100,29.722772277227723,Training_normal
102,30.116504854368934,Training_normal
104,30.666666666666668,Training_normal
106,31.121495327102803,Training_normal
108,31.577981651376145,Training_normal
110,32.03603603603604,Training_normal
112,32.65486725663717,Training_normal
114,33.07826086956522,Training_normal
116,33.65811965811966,Training_normal
118,34.285714285714285,Training_normal
120,34.72727272727273,Training_normal
122,35.39837398373984,Training_normal
124,35.984,Training_normal
126,36.44094488188976,Training_normal
128,36.7906976744186,Training_normal
130,37.31297709923664,Training_normal
132,37.909774436090224,Training_normal
134,38.56296296296296,Training_normal
136,39.00729927007299,Training_normal
138,39.45323741007194,Training_normal
140,40.12765957446808,Training_normal
142,40.6013986013986,Training_normal
144,41.08965517241379,Training_normal
146,41.42857142857143,Training_normal
148,42.080536912751676,Training_normal
150,42.49006622516556,Training_normal
152,42.78431372549019,Training_normal
154,43.329032258064515,Training_normal
156,43.77070063694268,Training_normal
158,44.264150943396224,Training_normal
160,44.6583850931677,Training_normal
162,45.190184049079754,Training_normal
164,45.57575757575758,Training_normal
166,46.25149700598802,Training_normal
168,46.61538461538461,Training_normal
170,47.01754385964912,Training_normal
172,47.51445086705202,Training_normal
174,48.034285714285716,Training_normal
176,48.23728813559322,Training_normal
178,48.6927374301676,Training_normal
180,49.0939226519337,Training_normal
182,49.56284153005465,Training_normal
184,50.043243243243246,Training_normal
186,50.481283422459896,Training_normal
188,50.857142857142854,Training_normal
190,51.21465968586387,Training_normal
192,51.66839378238342,Training_normal
194,52.14358974358974,Training_normal
196,52.45685279187817,Training_normal
198,52.79396984924623,Training_normal
200,53.18407960199005,Training_normal
202,53.67487684729064,Training_normal
204,54.09756097560975,Training_normal
206,54.589371980676326,Training_normal
208,54.97607655502392,Training_normal
210,55.32701421800948,Training_normal
212,55.69953051643193,Training_normal
214,56.074418604651164,Training_normal
216,56.35944700460829,Training_normal
218,56.71232876712329,Training_normal
220,57.09502262443439,Training_normal
222,57.596412556053814,Training_normal
224,57.955555555555556,Training_normal
226,58.290748898678416,Training_normal
228,58.66375545851528,Training_normal
230,58.96103896103896,Training_normal
232,59.37339055793991,Training_normal
234,59.736170212765956,Training_normal
236,60.09282700421941,Training_normal
238,60.45188284518829,Training_normal
240,60.780082987551864,Training_normal
242,61.053497942386834,Training_normal
244,61.40408163265306,Training_normal
246,61.70040485829959,Training_normal
248,62.032128514056225,Training_normal
250,62.33466135458168,Training_normal
252,62.58498023715415,Training_normal
254,62.917647058823526,Training_normal
256,63.26070038910506,Training_normal
258,63.59073359073359,Training_normal
260,63.923371647509576,Training_normal
262,64.22813688212928,Training_normal
264,64.57358490566038,Training_normal
266,65.00374531835206,Training_normal
268,65.22676579925651,Training_normal
270,65.52767527675277,Training_normal
272,65.87545787545787,Training_normal
274,66.26181818181819,Training_normal
276,66.63537906137184,Training_normal
278,66.90322580645162,Training_normal
280,67.20284697508897,Training_normal
282,67.42756183745583,Training_normal
284,67.76140350877193,Training_normal
